"Catégorie","Produit","Lieu ","Prix moyen","Disponibilité","Evolution du prix","Zone de disponibilité","Date"
"LES BONS CRENEAUX DE LA PERIODE","CHOU (kg)","KORHOGO",500,"stable","stable",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","NAVET (kg)","ABIDJAN",700,"Moyen","stable",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","CAROTTE (kg)","ABIDJAN",1100,"moye","stable",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PIMENT (kg)","ABIDJAN",400,"hausse","Baisse",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ARACHIDE (400 g.)","ABIDJAN",1000,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE PISTACHE(400 g.)","ABIDJAN",2000,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ANACARDE(500 g.)","ABIDJAN",2300,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GRAINE DE PALME  (kg)","ABIDJAN",450,"Moyen","stable",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GOMBO SEC EN POUDRE (400g.)","ABIDJAN",700,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATATE DOUCE","ABIDJAN",350,"hausse","Baisse",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","NAVET (kg)","SAN-PÉDRO",800,"Moyen","stable",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","CAROTTE (kg)","SAN-PÉDRO",1500,"moye","stable",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PIMENT (kg)","SAN-PÉDRO",500,"hausse","Baisse",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ARACHIDE (400 g.)","SAN-PÉDRO",,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE PISTACHE(400 g.)","SAN-PÉDRO",,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ANACARDE(500 g.)","SAN-PÉDRO",,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GRAINE DE PALME  (kg)","SAN-PÉDRO",300,"Moyen","stable",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GOMBO SEC EN POUDRE (400g.)","SAN-PÉDRO",,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATATE DOUCE","SAN-PÉDRO",450,"hausse","Baisse",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","NAVET (kg)","BOUAKÉ",500,"Moyen","stable",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","CAROTTE (kg)","BOUAKÉ",1300,"moye","stable",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PIMENT (kg)","BOUAKÉ",500,"hausse","Baisse",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ARACHIDE (400 g.)","BOUAKÉ",500,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE PISTACHE(400 g.)","BOUAKÉ",,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ANACARDE(500 g.)","BOUAKÉ",,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GRAINE DE PALME  (kg)","BOUAKÉ",500,"Moyen","stable",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GOMBO SEC EN POUDRE (400g.)","BOUAKÉ",500,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATATE DOUCE","BOUAKÉ",500,"hausse","Baisse",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","NAVET (kg)","YAKRO",500,"Moyen","stable",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","CAROTTE (kg)","YAKRO",1500,"moye","stable",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PIMENT (kg)","YAKRO",500,"hausse","Baisse",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ARACHIDE (400 g.)","YAKRO",500,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE PISTACHE(400 g.)","YAKRO",1000,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ANACARDE(500 g.)","YAKRO",500,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GRAINE DE PALME  (kg)","YAKRO",400,"Moyen","stable",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GOMBO SEC EN POUDRE (400g.)","YAKRO",500,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATATE DOUCE","YAKRO",500,"hausse","Baisse",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","NAVET (kg)","MAN",800,"Moyen","stable",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","CAROTTE (kg)","MAN",2000,"moye","stable",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PIMENT (kg)","MAN",500,"hausse","Baisse",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ARACHIDE (400 g.)","MAN",,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE PISTACHE(400 g.)","MAN",,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ANACARDE(500 g.)","MAN",,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GRAINE DE PALME  (kg)","MAN",350,"Moyen","stable",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GOMBO SEC EN POUDRE (400g.)","MAN",700,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATATE DOUCE","MAN",500,"hausse","Baisse",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","NAVET (kg)","KORHOGO",700,"Moyen","stable",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","CAROTTE (kg)","KORHOGO",1500,"moye","stable",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PIMENT (kg)","KORHOGO",400,"hausse","Baisse",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ARACHIDE (400 g.)","KORHOGO",,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE PISTACHE(400 g.)","KORHOGO",,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ANACARDE(500 g.)","KORHOGO",,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GRAINE DE PALME  (kg)","KORHOGO",300,"Moyen","stable",,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GOMBO SEC EN POUDRE (400g.)","KORHOGO",,,,,"2022-10-02"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATATE DOUCE","KORHOGO",250,"hausse","Baisse",,"2022-10-02"
"VOS PROTEINES","VIANDE DE BŒUF SANS OS (kg)","ABIDJAN",3000,"moyen","hausse",,"2022-10-02"
"VOS PROTEINES","VIANDE DE BŒUF AVEC OS (kg)","ABIDJAN",2800,"moyen","hausse",,"2022-10-02"
"VOS PROTEINES","POISSON SOSSO IMPORTE (kg)","ABIDJAN",2500,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","POISSON CHICHARD IMPORTE (kg)","ABIDJAN",1800,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","POISSON CARPE IMPORTE (kg)","ABIDJAN",2000,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","POISSON THON  (kg)","ABIDJAN",850,,,,"2022-10-02"
"VOS PROTEINES","POISSON MAQUERO IMPORTE (kg)","ABIDJAN",1500,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","VIANDE DE MOUTON (kg)","ABIDJAN",4300,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","KPLO (unité moyen)","ABIDJAN",500,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","PONDEUSES (kg)","ABIDJAN",2500,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","VIANDE DE PORC (kg)","ABIDJAN",2000,,,,"2022-10-02"
"VOS PROTEINES","COTE DE PORC (kg","ABIDJAN",1200,,,,"2022-10-02"
"VOS PROTEINES","PATE DE PORC (kg)","ABIDJAN",1200,,,,"2022-10-02"
"VOS PROTEINES","PATE DE BŒUF (kg)","ABIDJAN",1200,,,,"2022-10-02"
"VOS PROTEINES","VIANDE DE BŒUF SANS OS (kg)","SAN-PÉDRO",3000,"moyen","hausse",,"2022-10-02"
"VOS PROTEINES","VIANDE DE BŒUF AVEC OS (kg)","SAN-PÉDRO",2600,"moyen","hausse",,"2022-10-02"
"VOS PROTEINES","POISSON SOSSO IMPORTE (kg)","SAN-PÉDRO",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","POISSON CHICHARD IMPORTE (kg)","SAN-PÉDRO",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","POISSON CARPE IMPORTE (kg)","SAN-PÉDRO",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","POISSON THON  (kg)","SAN-PÉDRO",,,,,"2022-10-02"
"VOS PROTEINES","POISSON MAQUERO IMPORTE (kg)","SAN-PÉDRO",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","VIANDE DE MOUTON (kg)","SAN-PÉDRO",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","KPLO (unité moyen)","SAN-PÉDRO",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","PONDEUSES (kg)","SAN-PÉDRO",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","VIANDE DE PORC (kg)","SAN-PÉDRO",,,,,"2022-10-02"
"VOS PROTEINES","COTE DE PORC (kg","SAN-PÉDRO",,,,,"2022-10-02"
"VOS PROTEINES","PATE DE PORC (kg)","SAN-PÉDRO",,,,,"2022-10-02"
"VOS PROTEINES","PATE DE BŒUF (kg)","SAN-PÉDRO",,,,,"2022-10-02"
"VOS PROTEINES","VIANDE DE BŒUF SANS OS (kg)","BOUAKÉ",2800,"moyen","hausse",,"2022-10-02"
"VOS PROTEINES","VIANDE DE BŒUF AVEC OS (kg)","BOUAKÉ",2500,"moyen","hausse",,"2022-10-02"
"VOS PROTEINES","POISSON SOSSO IMPORTE (kg)","BOUAKÉ",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","POISSON CHICHARD IMPORTE (kg)","BOUAKÉ",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","POISSON CARPE IMPORTE (kg)","BOUAKÉ",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","POISSON THON  (kg)","BOUAKÉ",,,,,"2022-10-02"
"VOS PROTEINES","POISSON MAQUERO IMPORTE (kg)","BOUAKÉ",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","VIANDE DE MOUTON (kg)","BOUAKÉ",4000,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","KPLO (unité moyen)","BOUAKÉ",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","PONDEUSES (kg)","BOUAKÉ",2700,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","VIANDE DE PORC (kg)","BOUAKÉ",,,,,"2022-10-02"
"VOS PROTEINES","COTE DE PORC (kg","BOUAKÉ",,,,,"2022-10-02"
"VOS PROTEINES","PATE DE PORC (kg)","BOUAKÉ",,,,,"2022-10-02"
"VOS PROTEINES","PATE DE BŒUF (kg)","BOUAKÉ",,,,,"2022-10-02"
"VOS PROTEINES","VIANDE DE BŒUF SANS OS (kg)","YAKRO",3000,"moyen","hausse",,"2022-10-02"
"VOS PROTEINES","VIANDE DE BŒUF AVEC OS (kg)","YAKRO",2700,"moyen","hausse",,"2022-10-02"
"VOS PROTEINES","POISSON SOSSO IMPORTE (kg)","YAKRO",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","POISSON CHICHARD IMPORTE (kg)","YAKRO",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","POISSON CARPE IMPORTE (kg)","YAKRO",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","POISSON THON  (kg)","YAKRO",,,,,"2022-10-02"
"VOS PROTEINES","POISSON MAQUERO IMPORTE (kg)","YAKRO",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","VIANDE DE MOUTON (kg)","YAKRO",4000,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","KPLO (unité moyen)","YAKRO",500,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","PONDEUSES (kg)","YAKRO",2700,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","VIANDE DE PORC (kg)","YAKRO",1200,,,,"2022-10-02"
"VOS PROTEINES","COTE DE PORC (kg","YAKRO",1200,,,,"2022-10-02"
"VOS PROTEINES","PATE DE PORC (kg)","YAKRO",1200,,,,"2022-10-02"
"VOS PROTEINES","PATE DE BŒUF (kg)","YAKRO",2500,,,,"2022-10-02"
"VOS PROTEINES","VIANDE DE BŒUF SANS OS (kg)","MAN",3000,"moyen","hausse",,"2022-10-02"
"VOS PROTEINES","VIANDE DE BŒUF AVEC OS (kg)","MAN",2500,"moyen","hausse",,"2022-10-02"
"VOS PROTEINES","POISSON SOSSO IMPORTE (kg)","MAN",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","POISSON CHICHARD IMPORTE (kg)","MAN",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","POISSON CARPE IMPORTE (kg)","MAN",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","POISSON THON  (kg)","MAN",,,,,"2022-10-02"
"VOS PROTEINES","POISSON MAQUERO IMPORTE (kg)","MAN",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","VIANDE DE MOUTON (kg)","MAN",5000,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","KPLO (unité moyen)","MAN",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","PONDEUSES (kg)","MAN",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","VIANDE DE PORC (kg)","MAN",,,,,"2022-10-02"
"VOS PROTEINES","COTE DE PORC (kg","MAN",,,,,"2022-10-02"
"VOS PROTEINES","PATE DE PORC (kg)","MAN",,,,,"2022-10-02"
"VOS PROTEINES","PATE DE BŒUF (kg)","MAN",,,,,"2022-10-02"
"VOS PROTEINES","VIANDE DE BŒUF SANS OS (kg)","KORHOGO",2500,"moyen","hausse",,"2022-10-02"
"VOS PROTEINES","VIANDE DE BŒUF AVEC OS (kg)","KORHOGO",2000,"moyen","hausse",,"2022-10-02"
"VOS PROTEINES","POISSON SOSSO IMPORTE (kg)","KORHOGO",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","POISSON CHICHARD IMPORTE (kg)","KORHOGO",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","POISSON CARPE IMPORTE (kg)","KORHOGO",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","POISSON THON  (kg)","KORHOGO",,,,,"2022-10-02"
"VOS PROTEINES","POISSON MAQUERO IMPORTE (kg)","KORHOGO",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","VIANDE DE MOUTON (kg)","KORHOGO",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","KPLO (unité moyen)","KORHOGO",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","PONDEUSES (kg)","KORHOGO",,"moyen","stable",,"2022-10-02"
"VOS PROTEINES","VIANDE DE PORC (kg)","KORHOGO",,,,,"2022-10-02"
"VOS PROTEINES","COTE DE PORC (kg","KORHOGO",,,,,"2022-10-02"
"VOS PROTEINES","PATE DE PORC (kg)","KORHOGO",,,,,"2022-10-02"
"VOS PROTEINES","PATE DE BŒUF (kg)","KORHOGO",,,,,"2022-10-02"
"VOS FRUITS","ANANAS (kg)","ABIDJAN",350,"moyen","stable",,"2022-10-02"
"VOS FRUITS","ORANGE (kg)","ABIDJAN",250,"moyen","stable",,"2022-10-02"
"VOS FRUITS","BANANE DESSERT (kg)","ABIDJAN",350,"Moyen","dents de scie",,"2022-10-02"
"VOS FRUITS","PAPAYE (kg)","ABIDJAN",400,"stable","en baisse",,"2022-10-02"
"VOS FRUITS","ANANAS (kg)","SAN-PÉDRO",500,"moyen","stable",,"2022-10-02"
"VOS FRUITS","ORANGE (kg)","SAN-PÉDRO",200,"moyen","stable",,"2022-10-02"
"VOS FRUITS","BANANE DESSERT (kg)","SAN-PÉDRO",400,"Moyen","dents de scie",,"2022-10-02"
"VOS FRUITS","PAPAYE (kg)","SAN-PÉDRO",500,"stable","en baisse",,"2022-10-02"
"VOS FRUITS","ANANAS (kg)","BOUAKÉ",500,"moyen","stable",,"2022-10-02"
"VOS FRUITS","ORANGE (kg)","BOUAKÉ",250,"moyen","stable",,"2022-10-02"
"VOS FRUITS","BANANE DESSERT (kg)","BOUAKÉ",350,"Moyen","dents de scie",,"2022-10-02"
"VOS FRUITS","PAPAYE (kg)","BOUAKÉ",300,"stable","en baisse",,"2022-10-02"
"VOS FRUITS","ANANAS (kg)","YAKRO",500,"moyen","stable",,"2022-10-02"
"VOS FRUITS","ORANGE (kg)","YAKRO",250,"moyen","stable",,"2022-10-02"
"VOS FRUITS","BANANE DESSERT (kg)","YAKRO",350,"Moyen","dents de scie",,"2022-10-02"
"VOS FRUITS","PAPAYE (kg)","YAKRO",250,"stable","en baisse",,"2022-10-02"
"VOS FRUITS","ANANAS (kg)","MAN",300,"moyen","stable",,"2022-10-02"
"VOS FRUITS","ORANGE (kg)","MAN",300,"moyen","stable",,"2022-10-02"
"VOS FRUITS","BANANE DESSERT (kg)","MAN",400,"Moyen","dents de scie",,"2022-10-02"
"VOS FRUITS","PAPAYE (kg)","MAN",,"stable","en baisse",,"2022-10-02"
"VOS FRUITS","ANANAS (kg)","KORHOGO",500,"moyen","stable",,"2022-10-02"
"VOS FRUITS","ORANGE (kg)","KORHOGO",300,"moyen","stable",,"2022-10-02"
"VOS FRUITS","BANANE DESSERT (kg)","KORHOGO",400,"Moyen","dents de scie",,"2022-10-02"
"VOS FRUITS","PAPAYE (kg)","KORHOGO",500,"stable","en baisse",,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","RIZ LOCAL (kg)","ABIDJAN",500,"moyen","stable",,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS  (kg)","ABIDJAN",300,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS DECORTIQUE  (kg)","ABIDJAN",350,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS POUDRE  (KABATO 1 kg)","ABIDJAN",500,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","ARACHIDE DECORTIQUES (kg)","ABIDJAN",900,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MIL  (KG)","ABIDJAN",400,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","AMANDE DE CAJOU (100 gr.)","ABIDJAN",1000,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","FONIO (400 GR.)","ABIDJAN",1250,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","RIZ LOCAL (kg)","SAN-PÉDRO",500,"moyen","stable",,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS  (kg)","SAN-PÉDRO",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS DECORTIQUE  (kg)","SAN-PÉDRO",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS POUDRE  (KABATO 1 kg)","SAN-PÉDRO",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","ARACHIDE DECORTIQUES (kg)","SAN-PÉDRO",900,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MIL  (KG)","SAN-PÉDRO",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","AMANDE DE CAJOU (100 gr.)","SAN-PÉDRO",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","FONIO (400 GR.)","SAN-PÉDRO",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","RIZ LOCAL (kg)","BOUAKÉ",500,"moyen","stable",,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS  (kg)","BOUAKÉ",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS DECORTIQUE  (kg)","BOUAKÉ",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS POUDRE  (KABATO 1 kg)","BOUAKÉ",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","ARACHIDE DECORTIQUES (kg)","BOUAKÉ",750,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MIL  (KG)","BOUAKÉ",600,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","AMANDE DE CAJOU (100 gr.)","BOUAKÉ",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","FONIO (400 GR.)","BOUAKÉ",900,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","RIZ LOCAL (kg)","YAKRO",400,"moyen","stable",,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS  (kg)","YAKRO",500,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS DECORTIQUE  (kg)","YAKRO",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS POUDRE  (KABATO 1 kg)","YAKRO",500,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","ARACHIDE DECORTIQUES (kg)","YAKRO",1000,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MIL  (KG)","YAKRO",400,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","AMANDE DE CAJOU (100 gr.)","YAKRO",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","FONIO (400 GR.)","YAKRO",900,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","RIZ LOCAL (kg)","MAN",400,"moyen","stable",,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS  (kg)","MAN",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS DECORTIQUE  (kg)","MAN",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS POUDRE  (KABATO 1 kg)","MAN",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","ARACHIDE DECORTIQUES (kg)","MAN",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MIL  (KG)","MAN",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","AMANDE DE CAJOU (100 gr.)","MAN",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","FONIO (400 GR.)","MAN",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","RIZ LOCAL (kg)","KORHOGO",400,"moyen","stable",,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS  (kg)","KORHOGO",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS DECORTIQUE  (kg)","KORHOGO",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS POUDRE  (KABATO 1 kg)","KORHOGO",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","ARACHIDE DECORTIQUES (kg)","KORHOGO",650,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MIL  (KG)","KORHOGO",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","AMANDE DE CAJOU (100 gr.)","KORHOGO",,,,,"2022-10-02"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","FONIO (400 GR.)","KORHOGO",,,,,"2022-10-02"
"DIVERS","SUCRE ROUX (kg)","ABIDJAN",,,,,"2022-10-02"
"DIVERS","SUCRE BLANC (kg)","ABIDJAN",,,,,"2022-10-02"
"DIVERS","LAIT LIQUIDE (L)","ABIDJAN",,,,,"2022-10-02"
"DIVERS","SUCRE ROUX (kg)","SAN-PÉDRO",,,,,"2022-10-02"
"DIVERS","SUCRE BLANC (kg)","SAN-PÉDRO",,,,,"2022-10-02"
"DIVERS","LAIT LIQUIDE (L)","SAN-PÉDRO",,,,,"2022-10-02"
"DIVERS","SUCRE ROUX (kg)","BOUAKÉ",,,,,"2022-10-02"
"DIVERS","SUCRE BLANC (kg)","BOUAKÉ",,,,,"2022-10-02"
"DIVERS","LAIT LIQUIDE (L)","BOUAKÉ",,,,,"2022-10-02"
"DIVERS","SUCRE ROUX (kg)","YAKRO",900,,,,"2022-10-02"
"DIVERS","SUCRE BLANC (kg)","YAKRO",,,,,"2022-10-02"
"DIVERS","LAIT LIQUIDE (L)","YAKRO",2400,,,,"2022-10-02"
"DIVERS","SUCRE ROUX (kg)","MAN",,,,,"2022-10-02"
"DIVERS","SUCRE BLANC (kg)","MAN",,,,,"2022-10-02"
"DIVERS","LAIT LIQUIDE (L)","MAN",,,,,"2022-10-02"
"DIVERS","SUCRE ROUX (kg)","KORHOGO",,,,,"2022-10-02"
"DIVERS","SUCRE BLANC (kg)","KORHOGO",,,,,"2022-10-02"
"DIVERS","LAIT LIQUIDE (L)","KORHOGO",,,,,"2022-10-02"
"LES BONS CRENEAUX DE LA PERIODE","KPONAN","ABIDJAN",450,"En hausse","Baisse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","MANIOC","ABIDJAN",275,,,,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","POMME DE TERRE (kg)","ABIDJAN",600,"Moyen","Moyen et stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","BANANE PLANTAIN (kg)","ABIDJAN",400,"En hausse","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","AVOCAT (kg)","ABIDJAN",350,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","CITRON (kg)","ABIDJAN",300,"En hausse","Baisse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","POULET DE CHAIR (kg)","ABIDJAN",2000,"Moyen","hausse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON BLANC  (kg)","ABIDJAN",600,"Moyenne","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON VIOLET - NIGER-BF (kg)","ABIDJAN",750,"Moyen","hausse",,"2022-10-09"
